time;latitude;longitude;depth;mag;nst;gap;dmin;rms;horizontalError;depthError;magError;magNst
2024-06-03T22:03:42.061Z;42.4881;43.5871;7.984;4.9;53;32;0.971;0.8;4.01;4.578;0.065;23
2024-05-11T13:21:52.546Z;38.864;48.7298;65.131;4.9;77;75;0.605;0.68;7.14;5.881;0.053;124
2024-03-30T13:44:35.626Z;42.559;43.597;10;4.7;42;27;1.002;0.59;3.58;1.804;0.093;35
2024-01-19T18:05:56.359Z;39.8359;48.8025;50.837;4.8;173;40;1.978;0.78;6.49;5.115;0.078;16
2023-12-23T02:27:22.182Z;38.518;46.722;10;4.6;55;95;0.897;0.91;5.66;1.862;0.073;57
2023-12-07T04:15:39.620Z;41.1658;49.7285;39.269;5.4;228;30;1.869;1.14;6.56;4.924;0.059;28
2023-11-08T05:18:47.987Z;39.3399;48.2203;42.593;4.9;48;100;0.774;0.77;6.54;7.075;0.073;59
2023-10-19T07:12:13.911Z;42.4665;49.3207;10;4.5;63;62;2.717;0.76;3.48;1.904;0.072;72
2023-10-12T11:04:04.453Z;38.8669;43.4631;10;4.5;104;41;0.638;0.6;3.99;1.844;0.052;36
2023-09-03T16:35:57.754Z;40.3087;48.227;68.322;4.9;79;39;1.235;0.87;5.75;5.811;0.075;17
2023-08-22T21:23:57.614Z;39.0206;48.7354;54.611;4.9;100;75;0.49;0.87;7.85;4.98;0.083;14
2023-07-26T07:03:12.853Z;38.7467;48.8812;57.826;4.7;87;71;0.644;1.16;4.81;5.466;0.046;141
2023-07-03T20:01:49.849Z;41.7302;49.2849;53;5.3;103;31;2.392;0.96;7.55;1.887;0.057;30
2023-06-17T12:30:44.731Z;38.4669;44.9405;10;4.5;101;57;1.487;0.76;6.54;1.879;0.064;71
2023-05-22T17:36:59.367Z;37.5455;47.612;10;4.5;75;81;2.188;1.15;2.56;1.884;0.074;54
2023-04-07T08:29:38.709Z;39.076;40.4393;10;4.5;41;62;0.942;0.79;4.69;1.928;0.115;22
2023-03-24T03:16:56.125Z;38.4614;44.8505;11;5.6;101;40;1.179;0.92;3.53;1.805;0.047;43
2023-03-16T11:47:14.816Z;38.5027;45.0678;10;5.2;110;33;1.111;1.02;5.3;1.758;0.063;24
2023-02-20T00:39:03.160Z;38.6907;39.9843;10;4.5;66;57;1.348;0.53;3.5;1.831;0.071;19
2023-02-20T00:37:30.258Z;38.6445;39.9175;10;4.7;92;41;1.314;0.82;3.87;1.834;0.048;42
2023-02-17T00:35:58.508Z;39.1851;40.1492;10;4.6;95;46;0.874;0.78;4.73;1.875;0.065;23
2023-02-07T19:54:23.826Z;38.5889;39.9722;10;4.6;127;23;1.424;0.62;2.81;1.807;0.048;42
2023-02-06T01:47:43.761Z;38.6055;40.5767;11.35;4.6;17;158;1.142;0.77;7.05;6.644;0.207;7
2023-01-29T15:13:25.532Z;38.4819;44.7507;10;4.5;40;125;1.34;0.88;4.05;1.904;0.071;59
2023-01-29T14:41:14.127Z;38.4906;44.8693;10;4.7;41;101;1.434;0.64;3.68;1.885;0.068;65
2023-01-28T20:09:59.211Z;38.6005;44.8287;10;4.5;46;128;1.419;0.73;6.48;1.851;0.086;39
2023-01-28T18:16:56.220Z;38.4811;44.9282;10;5.1;100;65;1.479;0.69;5.27;1.826;0.067;73
2023-01-28T18:14:45.855Z;38.4199;44.9097;16;5.9;239;31;1.459;0.76;5.24;1.769;0.045;48
2023-01-18T10:08:14.166Z;38.4334;44.9458;19.102;5.7;195;59;1.192;0.64;5.45;3.772;0.069;20
2022-12-08T06:42:15.112Z;42.236;46.9267;61.331;5.5;172;50;0.954;0.44;6.45;4.633;0.083;14
2022-10-05T13:51:38.954Z;38.5939;45.0923;10;4.5;131;58;1.576;0.53;3.63;1.873;0.058;89
2022-10-05T00:21:29.702Z;38.5064;45.0259;15;5.6;105;67;1.558;0.67;7.72;1.811;0.057;30
2022-09-27T14:08:32.729Z;40.7188;42.8876;10;5.3;87;38;1.525;0.56;5.08;1.811;0.047;43
2022-09-21T17:57:54.724Z;38.4613;44.9496;10;5.1;75;62;1.494;0.92;4.74;1.819;0.093;11
2022-09-16T20:30:36.774Z;39.3672;40.7044;10.924;4.8;116;38;0.669;0.86;4;3.52;0.065;23
2022-07-11T03:36:22.891Z;41.1354;43.9928;10;4.7;90;43;1.021;0.59;4.2;1.836;0.058;90
2022-06-12T18:35:20.871Z;38.7366;43.5068;10;5.2;67;56;0.55;0.73;4.7;1.9;0.086;13
2022-06-10T06:02:28.549Z;38.8382;43.4028;10;4.6;59;58;0.59;0.79;5.2;1.9;0.083;14
2022-05-01T19:35:53.019Z;41.1134;44.0631;10;4.9;68;38;1.013;1.07;5;0.9;0.057;97
2022-03-15T12:25:58.936Z;42.0409;42.7475;10;4.7;;37;1.468;0.78;4.8;1.8;0.064;75
2022-03-14T01:15:46.546Z;42.6548;45.3351;10;4.5;;74;0.798;0.94;6.1;1.9;0.073;56
2022-02-13T18:25:56.058Z;41.1598;44.01;10;5.3;;29;0.993;0.88;4.6;1.8;0.057;30
2022-01-31T06:07:00.573Z;39.0635;40.0681;10;4.6;;68;1.348;0.88;2.8;1.9;0.125;21
2022-01-31T00:49:57.323Z;39.1928;40.1586;10;4.7;;38;0.864;0.82;4.8;1.9;0.069;20
2021-12-05T21:46:49.571Z;38.8916;43.4846;19.36;4.9;;52;1.587;0.59;5.5;3.8;0.075;17
2021-11-22T08:31:25.499Z;39.7369;41.8806;10;4.7;;29;1.101;0.49;4.5;1.6;0.054;104
2021-11-20T12:48:18.227Z;40.6354;48.6029;10;4.5;;78;2.989;0.47;11.5;1.9;0.14;16
2021-11-20T12:46:06.106Z;40.7299;48.7112;10;5;;37;3.085;0.62;7.5;1.8;0.086;13
2021-11-19T12:40:53.461Z;39.8267;41.9223;6.17;5.1;;34;1.112;0.77;5;4.4;0.078;16
2021-10-20T04:45:41.883Z;43.2461;45.5714;10;4.8;;71;2.004;0.33;3.3;1.9;0.061;83
2021-09-03T03:34:50.084Z;42.2827;46.033;10;4.8;;45;2.344;1;6.5;1.8;0.055;106
2021-08-16T01:44:05.896Z;41.1691;43.9722;10;4.8;;47;1.175;0.79;5.5;1.8;0.066;22
2021-07-28T00:41:21.445Z;42.7467;46.5445;10;4.7;;45;2.84;0.93;5.3;1.9;0.044;156
2021-06-25T18:28:37.298Z;39.1868;40.1667;3.07;5.4;;34;1.19;0.7;4;3.1;0.047;44
2021-02-13T11:29:23.758Z;40.0309;44.4522;10;4.9;;37;0.25;0.48;5.3;1.9;0.086;13
2021-02-05T15:36:11.039Z;40.5023;45.3486;12.83;5.2;;52;0.584;1.15;4.4;3.6;0.054;33
2021-01-28T17:06:26.708Z;41.2151;49.9622;35;4.6;;71;4.11;0.92;7.1;1.9;0.078;49
2021-01-02T01:05:51.643Z;42.0975;48.0137;10;5.1;;60;3.147;1.1;3.4;1.8;0.045;161
2020-12-14T21:58:46.488Z;38.831;43.4625;10;4.7;;55;0.607;0.86;7;1.8;0.067;68
2020-12-13T13:05:01.696Z;43.2313;45.5637;10;4.6;;77;2.003;0.49;6.4;1.8;0.066;69
2020-12-13T11:34:18.295Z;43.2394;45.576;10;4.5;;32;2.217;0.61;6.8;1.9;0.085;41
2020-12-12T21:29:48.858Z;43.1553;45.5285;10;4.7;;34;2.215;0.48;7.4;1.8;0.056;96
2020-12-03T05:45:19.821Z;37.9458;41.697;10;5;;39;0.659;0.65;6.3;1.8;0.098;10
2020-11-22T14:40:27.066Z;40.2408;40.2274;10;4.6;;61;0.303;0.54;2.3;1.9;0.129;22
2020-11-04T17:51:57.101Z;40.1588;48.2776;59.75;4.5;;53;2.71;0.57;8;6.1;0.078;48
2020-11-03T12:16:45.898Z;42.2581;48.8439;70.46;4.5;;49;3.744;1.12;8.7;8.8;0.08;46
2020-10-28T09:16:15.572Z;39.8266;40.2951;10;4.5;;59;0.246;0.8;4.2;2;0.068;21
2020-09-16T14:48:21.604Z;38.7152;42.0276;10;4.6;;106;0.903;0.53;5.3;1.9;0.083;14
2020-08-07T19:20:12.498Z;37.9485;42.6601;15.13;4.8;;42;0.48;0.92;4.3;4.2;0.089;12
2020-06-25T10:03:30.648Z;38.5329;43.9407;10;5.4;;28;0.727;1.26;5.1;1.8;0.071;19
2020-06-15T16:52:37.882Z;39.4398;40.6354;5.7;4.5;;84;0.587;0.88;5;5.4;0.15;13
2020-06-15T06:51:31.776Z;39.4226;40.7479;10;5.5;;37;0.625;0.57;4.4;1.8;0.053;34
2020-06-14T22:40:36.458Z;39.4057;40.7696;10;4.5;;82;0.646;0.92;5;1.9;0.204;7
2020-06-14T15:09:18.396Z;39.3717;40.7449;10;4.5;;31;0.673;0.71;4.5;1.8;0.07;60
2020-06-14T14:34:50.289Z;39.417;40.7508;10;4.5;;71;0.631;0.89;4.7;1.5;0.101;29
2020-06-14T14:24:29.501Z;39.4229;40.7073;10;5.9;;24;0.615;0.62;4.7;1.8;0.039;64
2020-04-12T02:23:13.223Z;38.4642;44.3085;10;4.6;;39;0.993;0.99;4.4;1.9;0.05;120
2020-04-03T05:44:26.600Z;38.8489;43.523;10;4.7;;60;0.647;0.82;4.1;1.9;0.089;12
2020-02-26T07:51:22.389Z;41.3255;50.8974;67.82;4.6;;45;4.822;0.8;9;6.3;0.066;68
2020-02-25T14:14:05.050Z;38.4132;44.344;10;4.5;;72;1.015;0.62;4.2;1.9;0.083;42
2020-02-23T16:00:31.626Z;38.4958;44.3732;10;6;;18;1.049;0.92;3.5;1.8;0.05;38
2020-02-23T05:53:01.055Z;38.4465;44.4168;10;5.8;;22;1.075;0.78;4.7;1.8;0.055;32
2020-02-16T18:02:15.429Z;38.5223;44.3881;10;4.7;;58;1.065;1.09;4.8;1.8;0.055;102
2020-02-15T13:49:48.847Z;40.1236;50.4248;30.87;4.6;;87;4.356;1.03;7.7;5;0.073;56
2019-12-29T11:20:09.198Z;40.3089;42.0871;10;4.5;;72;0.826;0.51;4.4;1.9;0.135;16
2019-11-19T00:14:13.557Z;38.5443;44.4021;10;4.7;;32;1.623;0.71;5.5;1.8;0.083;14
2019-11-10T02:13:47.469Z;37.7305;47.5146;10;4.8;;102;2.662;1.21;7.4;1.8;0.05;124
2019-11-08T13:51:47.560Z;37.8833;47.4575;10;4.6;;47;2.756;0.73;4.1;1.9;0.08;47
2019-11-07T22:47:07.041Z;37.8026;47.5814;20;5.9;;20;2.752;0.67;6.5;1.7;0.059;28
2019-09-10T16:22:47.212Z;41.0373;44.1411;6.71;4.7;;42;0.998;0.71;5.9;5.4;0.051;115
2019-08-10T07:35:10.280Z;41.6599;46.6057;10;4.9;;45;2.068;0.48;7.8;1.9;0.057;95
2019-06-07T05:27:12.567Z;42.2827;48.9851;58.72;4.5;;52;3.846;0.95;8.3;8.6;0.089;37
2019-05-24T22:34:05.640Z;43.0555;47.1834;10;4.5;;39;3.393;0.81;7;1.9;0.046;140
2019-02-05T19:31:36.261Z;40.8961;48.6067;10;5;;39;3.039;0.97;6.9;1.8;0.086;13
2019-02-05T19:19:53.790Z;40.9017;48.5879;10;4.6;;45;3.027;1.01;7.4;1.9;0.052;113
2019-01-31T09:31:27.904Z;37.5461;48.8456;10;4.7;;162;3.321;0.81;3.8;2;0.317;3
2018-12-17T10:03:36.510Z;38.544;49.5347;26.47;4.7;;115;4.046;0.7;9;6.1;0.069;64
2018-11-06T01:17:19.800Z;42.533;43.5963;10;5;;30;1.567;0.59;5.3;1.3;0.037;237
2018-08-28T12:57:13.940Z;38.8209;48.8124;10;5;;38;3.417;0.68;5;1.8;0.037;234
2018-06-26T22:20:33.230Z;38.833;48.8258;10;4.5;;115;3.422;0.72;3.2;1.9;0.073;54
2018-06-23T03:50:06.150Z;38.5975;44.3647;10;4.6;;37;1.575;0.95;5;1.9;0.065;71
2018-06-05T18:40:30.020Z;41.5263;46.7857;22.65;5.3;;30;2.074;0.82;6.2;4;0.078;16
2017-11-17T13:27:39.250Z;40.3657;47.3685;35;4.5;;49;2.022;1.15;7.5;2;0.085;41
2017-11-15T19:48:03.560Z;40.3082;47.3317;22.13;5.2;;40;1.989;1.24;5.3;3.8;0.062;25
2017-10-04T02:36:37.950Z;41.5874;48.6131;10;4.5;;132;3.269;0.94;8.5;2;0.116;22
2017-08-27T23:14:52.810Z;37.9475;47.1318;17.29;5.2;;44;2.669;0.86;5.2;3.3;0.08;15
2017-07-20T06:22:29.670Z;40.0288;48.467;10;4.5;;52;2.86;0.8;4.8;1.9;0.074;53
2017-06-07T18:25:41.110Z;41.4667;45.9331;10;4.7;;41;0.581;0.93;6.1;1.9;0.071;61
2017-05-11T17:58:02.740Z;40.0382;40.7422;13.43;5.1;;30;0.189;0.72;4.7;3.4;0.035;270
2017-05-11T03:24:21.370Z;39.8156;48.5695;62.93;5.1;;38;2.96;0.86;7.3;5.4;0.05;130
2017-05-03T08:53:37.190Z;42.175;46.9611;10;5.2;;27;2.628;1.4;6.5;1.8;0.031;337
2017-05-01T16:30:42.480Z;38.2272;42.9497;10;4.5;;49;0.12;0.88;5.4;1.9;0.099;30
2017-03-20T14:39:46.380Z;38.5214;39.7883;8.72;4.5;;144;1.592;0.51;5.2;8.2;0.272;4
2017-03-06T01:26:21.790Z;43.3545;45.8116;10;4.5;;44;1.892;0.82;6.1;1.6;0.073;55
2017-02-10T12:27:32.940Z;39.7726;42.5989;10;4.5;;43;0.923;0.82;5.2;1.2;0.063;73
2017-02-06T13:46:35.310Z;40.4762;50.6267;35;4.6;;99;4.511;0.74;9.1;2;0.081;45
2016-12-20T16:40:44.760Z;41.9242;46.7731;10;4.5;;79;2.347;1.05;5.5;1.7;0.083;42
2016-12-13T00:33:02.560Z;40.9506;48.6465;44.92;4.5;;42;3.081;0.94;6.9;8;0.064;72
2016-08-01T04:46:34.530Z;39.9542;47.976;16;5;;37;2.49;0.95;6.3;1.8;0.075;17
2016-07-12T10:14:01.910Z;41.4162;44.1707;10;4.8;;38;1.142;1.33;5.4;1.9;0.078;16
2016-05-13T21:17:47.500Z;42.9476;46.4079;75.96;4.8;;24;0.207;0.53;4;4.2;;
2016-01-12T02:38:39.700Z;39.1672;48.3423;10;4.5;;38;1.441;0.88;5.5;1.9;0.08;46
2015-12-07T23:27:19.390Z;39.1998;40.2894;10;4.5;;28;1.506;0.68;3.9;1.9;0.065;23
2015-12-02T23:27:09.890Z;39.2826;40.2553;10;5.4;;13;0.272;0.71;4.1;1.7;;
2015-10-29T09:46:42.170Z;39.0744;43.8017;14.76;4.7;;55;1.294;1.09;6.1;4.4;0.065;73
2015-09-07T00:37:37.900Z;39.18;40.28;5;4.5;;;;1.06;5.2;4.8;0.071;19
2015-09-04T04:49:38.520Z;40.9329;47.5328;13.96;5.4;;27;2.267;1.01;6.4;3.6;;
2015-06-23T22:35:20.120Z;38.6873;43.1797;5;4.5;;;;0.98;6.3;2.8;0.086;13
2015-06-03T09:35:47.320Z;40.8741;48.7352;10;4.6;;39;3.13;0.94;5.7;1.5;0.063;76
2015-05-26T01:20:36.750Z;40.8048;46.9161;14.92;4.6;;44;1.784;0.91;6.2;5;0.087;39
2015-03-12T00:42:31.720Z;38.3873;49.1201;26.91;4.5;;55;3.826;0.99;7.9;5.7;0.081;44
2015-01-26T03:30:15.230Z;41.2918;48.8748;50.12;5;;37;3.342;1.32;6.9;5.6;0.055;109
2015-01-21T13:58:03.400Z;38.25;42.86;4;4.5;;;;0.96;7.6;2.7;0.1;30
2014-11-24T19:05:01.360Z;43.1146;45.8854;10;4.7;;82;2.261;1.48;5.6;1.9;0.088;39
2014-10-04T04:59:39.050Z;41.1414;47.9386;50.09;4.8;;39;3.361;0.98;7.5;5.9;0.059;110
2014-09-29T01:38:08.090Z;41.1965;48.1004;13.23;5.3;;19;3.477;1.19;5.3;3.5;0.032;346
2014-09-18T22:29:13.060Z;38.6836;48.8359;47.8;4.5;;44;4.547;1.22;5.9;5.4;0.062;77
2014-07-31T20:29:04.550Z;42.5649;48.949;38.92;4.6;;43;3.24;1.19;;6.8;0.052;111
2014-06-29T17:26:12.250Z;41.6028;46.6653;33.59;5;;39;1.449;1.05;;4.6;0.066;75
2014-06-02T08:07:27.980Z;43.5991;45.4897;10;4.8;;30;1.885;1.09;;1.8;0.058;92
2014-04-27T01:42:57.230Z;43.0196;45.8841;10;4.6;;33;1.542;0.8;;1.7;0.066;82
2014-02-18T21:51:36.500Z;38.82;43.53;10;4.5;;;;1.05;;1.8;0.072;57
2014-02-10T12:06:47.290Z;40.288;48.8033;64.66;5.4;;16;3.113;0.72;;4.1;0.057;30
2013-09-27T10:02:43.000Z;37.33;44.94;7;4.5;;;;1.42;;3.7;0.074;
2013-09-17T20:40:51.140Z;39.0234;41.4924;5.33;5;;34;2.012;1.15;;4.3;0.058;
2013-09-17T04:09:13.300Z;42.1462;45.8117;5;5.3;;33;0.902;0.83;;1.5;0.048;
2013-09-09T04:35:47.180Z;40.7429;50.1416;24.29;4.7;;75;4.163;1.43;;6;0.064;
2013-06-12T19:02:53.950Z;38.654;43.581;11.8;4.5;67;86;;0.69;;4.1;;50
2013-05-28T00:09:52.520Z;43.252;41.662;4.8;5.1;90;26;;1.4;;4.3;;
2013-04-18T10:39:39.290Z;38.401;45.441;10.3;4.8;130;43;;1.06;;2.8;;91
2013-04-16T12:26:59.200Z;42.421;47.725;10;4.8;223;35;;1.03;;;;190
2013-04-11T22:31:33.070Z;43.481;40.944;10;4.6;120;44.2;;1.29;;;;59
2013-03-31T07:02:37.520Z;42.694;46.798;52.2;4.6;105;34;;0.64;;4.8;;1
2013-03-26T23:35:24.540Z;43.219;41.637;10;5.1;313;24.6;;0.81;;;;219
2013-01-26T15:10:49.000Z;38.36;46.84;6;4.8;64;86.2;;;;;;15
2012-12-25T22:44:33.510Z;42.436;40.974;10;5.2;297;17;;1;;;;
2012-12-23T13:31:40.760Z;42.42;41.075;15.2;5.7;415;19.7;;0.88;;5.5;;
2012-12-23T06:38:57.450Z;38.458;44.868;12.4;5.2;198;43.2;;0.89;;4;;131
2012-11-20T17:56:28.360Z;39.488;39.852;5;4.5;71;37.5;;;;;;12
2012-11-16T03:58:25.100Z;38.56;46.59;15;4.9;151;18.2;;;;;;68
2012-11-07T06:26:32.840Z;38.418;46.62;10;5.4;301;29.8;;1.15;;;;
2012-10-26T22:31:17.380Z;38.259;46.802;10;4.5;98;63.8;;1.37;;;;
2012-10-14T10:13:38.600Z;41.825;46.405;10;5.5;280;19.1;;1.01;;;;
2012-10-13T18:44:11.240Z;41.83;46.327;9.2;4.6;139;32;;0.95;;5.3;;61
2012-10-07T11:42:47.160Z;40.747;48.437;17.4;5.4;373;26.1;;0.85;;6.8;;269
2012-09-27T00:56:01.800Z;38.47;46.64;18;4.5;111;29.5;;;;;;27
2012-08-16T17:14:14.140Z;38.403;46.707;10;4.9;48;60.5;;1.2;;;;6
2012-08-15T17:49:04.600Z;38.41;46.672;4;5.3;342;29.1;;;;;;185
2012-08-14T14:02:25.000Z;38.45;46.79;6;5.1;281;36.9;;;;;;144
2012-08-13T01:56:10.000Z;38.47;46.66;14.1;4.6;130;32.9;;;;;;43
2012-08-11T22:24:02.000Z;38.482;46.759;4;5.1;287;32.9;;;;;;85
2012-08-11T19:52:45.100Z;38.264;46.849;10;4.7;165;40.5;;1.02;;;;93
2012-08-11T15:43:19.200Z;38.436;46.735;9.7;5;126;31.9;;;;;;49
2012-08-11T15:21:14.600Z;38.428;46.789;4.3;4.7;72;57.3;;;;;;12
2012-08-11T14:25:15.100Z;38.422;46.673;4;4.5;57;136.4;;;;;;10
2012-08-11T13:14:05.000Z;38.342;46.693;4;4.8;114;37;;;;;;34
2012-08-11T12:49:14.900Z;38.427;46.703;7.8;4.8;87;74.6;;;;;;24
2012-08-11T12:34:35.900Z;38.389;46.745;12;6.2;522;19.9;;0.98;;;;
2012-08-11T12:30:12.000Z;38.44;46.78;4;5;61;69.9;;;;;;2
2012-08-11T12:23:18.190Z;38.329;46.826;11;6.4;510;21.2;;1.23;;;;
2012-08-05T20:37:23.800Z;37.421;42.965;17.5;5;126;44.4;;1.18;;6;;49
2012-07-24T22:53:39.560Z;38.685;43.432;5;4.5;91;39.1;;;;;;31
2012-06-24T20:07:20.670Z;38.709;43.645;5;4.9;139;34.9;;;;;;60
2012-06-14T05:52:53.610Z;37.294;42.325;5.4;5.3;338;35.7;;;;;;244
2012-06-02T00:32:21.890Z;43.16;46.196;79.7;4.5;129;34.6;;0.92;;3.8;;70
2012-05-18T14:47:22.400Z;41.439;46.789;18.1;5.1;87;64.8;;0.97;;5.7;;38
2012-05-18T14:46:35.790Z;41.576;46.755;14.8;4.9;108;35.9;;1.11;;4.7;;45
2012-05-07T14:15:14.450Z;41.553;46.719;11.9;5.3;510;17.4;;0.89;;3.3;;
2012-05-07T05:40:31.160Z;41.423;46.76;16.6;4.6;72;61;;1.01;;4.8;;20
2012-05-07T05:38:03.610Z;41.468;46.752;11.9;4.6;114;32.1;;1;;5.7;;71
2012-05-07T04:40:27.790Z;41.549;46.789;11;5.6;438;20.1;;0.88;;;;
2012-04-28T03:17:04.110Z;38.493;40.743;5;4.7;193;29.9;;;;;;101
2012-04-18T23:30:58.170Z;38.836;43.581;5;4.5;71;42;;;;;;25
2012-03-26T10:35:32.640Z;39.171;42.33;5;5;294;28.3;;;;;;
2012-03-11T08:41:28.810Z;41.481;46.853;10;4.5;51;82.8;;1.42;;;;14
2012-02-17T09:32:58.050Z;38.696;43.212;4.9;4.7;108;41.7;;;;;;36
2012-02-04T20:04:14.590Z;37.695;49.716;45;4.8;110;71.4;;;;;;41
2012-01-29T04:14:57.560Z;38.823;43.599;5;4.5;111;23.8;;;;;;36
2012-01-20T09:57:36.970Z;38.695;43.451;5;4.7;81;34.7;;;;;;31
2012-01-06T00:16:48.900Z;38.7;43.64;5;4.5;73;39.4;;;;;;31
2011-12-27T19:18:52.780Z;38.888;43.79;5;4.7;104;42.4;;;;;;55
2011-12-06T15:46:27.880Z;37.244;43.713;13.6;4.5;53;37.7;;;;;;5
2011-12-06T02:55:59.130Z;38.812;43.67;5;4.6;85;39.6;;;;;;22
2011-12-04T22:15:02.300Z;38.463;43.298;4.2;4.8;124;38.6;;;;;;
2011-12-03T01:30:54.610Z;38.868;43.791;5;4.7;131;24;;;;;;49
2011-11-30T00:47:21.760Z;38.474;43.454;4.3;5.4;180;24.9;;;;;;
2011-11-22T03:30:35.800Z;38.611;43.287;2.5;4.6;120;33.9;;;;;;25
2011-11-18T17:39:40.430Z;38.85;43.878;5;4.9;162;34.9;;;;;;
2011-11-17T12:38:31.220Z;38.904;43.553;5;4.5;46;39.5;;;;;;10
2011-11-17T02:37:18.400Z;39.133;41.565;3.8;4.9;132;27.9;;;;;;45
2011-11-14T22:08:15.410Z;38.658;43.17;10;5.2;155;38.2;;1.22;;;;
2011-11-14T16:47:16.200Z;38.647;43.046;5;4.7;80;34.4;;;;;;33
2011-11-14T16:31:32.210Z;38.658;43.077;4.6;4.5;72;34.4;;;;;;24
2011-11-12T18:20:01.640Z;38.634;43.216;5;4.6;88;35.3;;;;;;36
2011-11-09T22:38:18.180Z;38.451;43.208;5;4.5;76;38.5;;;;;;19
2011-11-09T20:45:39.360Z;38.483;43.273;5;4.5;70;48.5;;;;;;19
