time;latitude;longitude;depth;mag;nst;gap;dmin;rms;horizontalError;depthError;magError;magNst
1995-12-05T18:52:37.770Z;39.553;40.19;10;5.3;;;;1.3;;;;62
1995-12-05T18:49:30.460Z;39.44;40.153;14.9;5.8;;;;1.2;;;;
1995-08-17T18:09:58.790Z;38.961;48.908;74.3;4.5;;;;1.1;;8.1;;10
1995-05-27T21:21:31.980Z;39.028;48.944;33;4.8;;;;1.1;;;;67
1995-05-15T00:21:54.710Z;38.545;49.294;33;4.5;;;;1.2;;;;5
1995-05-15T00:16:52.540Z;38.468;49.435;26.3;4.8;;;;1;;;;60
1995-05-13T07:20:43.290Z;40.678;50.592;53.2;4.8;;;;1.1;;;;46
1995-02-14T11:13:20.870Z;37.772;42.724;18.1;4.7;;;;1.5;;;;37
1995-01-29T04:16:56.970Z;39.83;40.657;31.1;5.2;;;;1.2;;7.9;;
1995-01-04T00:57:51.660Z;41.285;48.874;33;4.5;;;;1.2;;;;6
1994-12-30T06:56:16.800Z;38.179;39.67;10;4.7;;;;1.5;;;;23
1994-12-19T14:59:58.540Z;40.934;47.816;33;4.6;;;;1.5;;;;10
1994-12-03T01:35:51.620Z;37.643;49.349;33;4.8;;;;1.2;;;;10
1994-11-02T12:31:01.030Z;38.152;48.315;10;5;;;;1.4;;;;27
1994-09-17T02:24:37.890Z;37.885;41.584;8.8;5.1;;;;1;;;;84
1994-09-05T19:13:17.670Z;41.905;46.231;61.6;4.7;;;;1;;6.7;;51
1994-06-30T09:55:09.650Z;40.941;50.609;33;4.9;;;;1.1;;;;30
1994-05-18T17:18:52.910Z;41.133;43.982;10;4.5;;;;1.1;;;;4
1994-05-02T18:14:05.320Z;40.306;43.13;59.4;4.5;;;;1;;;;15
1994-04-17T08:02:32.030Z;41.948;46.317;33;5;;;;1.3;;;;69
1994-04-10T13:40:47.080Z;43.049;46.18;85.6;4.7;;;;1.3;;6.4;;47
1994-02-11T17:40:07.830Z;42.478;43.726;16;4.5;;;;1.1;;;;23
1993-10-25T14:33:19.970Z;41.336;49.478;33;4.7;;;;1.2;;;;29
1993-10-15T22:37:19.670Z;40.744;48.105;56.1;4.8;;;;1.1;;;;17
1993-08-31T06:55:32.410Z;41.878;49.466;84.6;5.3;;;;1;;;;
1993-07-22T01:54:56.840Z;39.533;40.116;10.6;4.6;;;;1.4;;4.8;;29
1993-05-04T22:39:25.270Z;42.595;45.178;17.5;4.8;;;;1.1;;;;55
1993-04-27T20:07:04.210Z;42.753;43.828;16.4;4.6;;;;1.3;;;;30
1993-04-08T09:48:03.860Z;37.902;47.985;10;4.7;;;;1.3;;;;7
1993-03-30T22:25:22.100Z;38.379;45.047;45.1;4.5;;;;1.2;;10;;20
1993-03-19T20:05:20.530Z;41.931;46.693;67;4.5;;;;1.5;;8.7;;23
1993-03-15T15:32:38.320Z;38.102;45.807;10.6;4.8;;;;1.3;;;;52
1993-02-22T04:24:20.690Z;42.558;43.862;10;5;;;;1;;;;53
1992-12-09T20:29:47.190Z;40.058;45.312;15.8;4.8;;;;1.2;;;;51
1992-11-05T15:42:26.930Z;42.284;44.794;40.4;4.5;;;;1;;7.5;;17
1992-10-24T00:14:40.260Z;42.485;44.931;33;4.6;;;;1.3;;;;11
1992-10-23T23:19:45.200Z;42.589;45.104;16.4;6.4;;;;1;;;;
1992-08-21T19:11:07.870Z;42.444;43.26;33;4.5;;;;1.1;;4.2;;39
1992-07-14T18:46:22.730Z;39.178;41.722;10;4.5;;;;1.4;;;;19
1992-07-14T04:26:26.630Z;39.255;41.754;18.1;4.5;;;;1.3;;;;33
1992-05-07T19:15:03.330Z;38.698;40.143;18.3;5.2;;;;1.3;;;;
1992-04-22T03:03:52.030Z;39.532;39.718;29.3;4.5;;;;1.1;;6.4;;35
1992-04-20T18:04:59.040Z;39.537;39.859;14.3;4.6;;;;1.2;;;;34
1992-03-27T19:21:04.880Z;42.466;43.725;33;4.8;;;;1.2;;;;39
1992-03-21T23:15:50.290Z;39.602;39.87;15;4.7;;;;1.3;;;;44
1992-03-15T16:16:24.240Z;39.532;39.929;20.9;5.9;;;;1.2;;;;
1992-03-14T01:24:33.710Z;39.527;39.701;22;4.7;;;;1.2;;;;26
1992-03-13T22:47:42.880Z;40.021;39.744;10;4.7;;;;1.2;;;;26
1992-03-13T20:15:18.170Z;39.433;39.914;10;4.5;;;;1.2;;;;2
1992-03-13T18:37:53.800Z;39.843;39.52;10;4.7;;;;1;;;;38
1992-03-13T17:18:39.980Z;39.71;39.605;27.2;6.7;;;;1.1;;;;
1992-02-18T01:39:40.920Z;41.477;43.464;33;4.5;;;;1.5;;;;2
1992-02-15T12:52:51.770Z;42.803;46.524;15.2;4.9;;;;1.6;;;;44
1992-01-06T01:18:10.950Z;40.342;49.786;33;4.5;;;;0.8;;;;16
1991-10-21T11:58:19.310Z;41.982;46.746;33;4.5;;;;1.3;;;;10
1991-10-18T16:23:44.350Z;41.642;47.638;33;4.5;;;;1.2;;;;10
1991-10-06T01:46:47.580Z;41.096;43.409;18.3;5.1;;;;1.1;;;;
1991-07-04T06:26:31.860Z;42.387;44.116;20.4;5.4;;;;1.3;;;;
1991-06-30T20:09:18.370Z;42.424;43.688;10;4.5;;;;1;;;;15
1991-06-19T06:40:28.950Z;40.282;42.971;33;4.6;;;;1.2;;;;9
1991-06-17T03:04:45.510Z;42.252;44.222;10;4.5;;;;1.6;;;;1
1991-06-16T11:07:10.690Z;39.984;42.875;25.6;4.6;;;;1.3;;;;19
1991-06-15T00:59:20.310Z;42.461;44.009;9.4;6.3;;;;1.2;;;;
1991-06-03T10:22:40.440Z;40.048;42.859;27.8;5.2;;;;1.3;;;;
1991-05-21T17:37:38.850Z;42.867;48.028;10;5;;;;1.2;;;;13
1991-05-15T14:28:50.120Z;42.565;43.349;14;4.9;;;;1.2;;;;50
1991-05-10T20:52:27.340Z;42.534;43.986;10;4.7;;;;1.1;;;;31
1991-05-10T01:25:15.610Z;42.496;43.153;10;4.6;;;;1;;;;21
1991-05-03T23:41:01.870Z;42.647;43.263;10.8;5.2;;;;1.1;;;;64
1991-05-03T20:19:38.860Z;42.683;43.247;10;5.6;;;;1.2;;;;
1991-05-03T06:08:37.170Z;42.482;43.363;10;4.6;;;;0.9;;;;10
1991-05-02T09:44:41.410Z;42.483;43.507;10;4.5;;;;1.1;;;;17
1991-05-02T01:25:30.140Z;42.541;43.96;10;5.1;;;;1.3;;;;46
1991-05-01T05:13:35.350Z;42.505;43.434;10;4.8;;;;1.3;;;;18
1991-05-01T03:06:50.260Z;42.405;43.784;10;4.5;;;;1.3;;;;7
1991-04-30T16:07:38.980Z;42.491;43.23;10;4.6;;;;0.9;;;;15
1991-04-30T11:15:29.480Z;42.599;43.49;10;4.8;;;;1;;;;34
1991-04-29T23:32:29.050Z;42.571;43.891;10;4.6;;;;1.3;;;;4
1991-04-29T22:28:23.040Z;42.709;43.858;10;4.7;;;;1.1;;;;22
1991-04-29T21:24:09.370Z;42.205;43.676;10;4.5;;;;1.4;;;;15
1991-04-29T20:32:54.210Z;42.541;43.333;10;5.4;;;;1.1;;;;81
1991-04-29T20:24:43.160Z;42.557;43.809;10;4.7;;;;1.2;;;;33
1991-04-29T19:44:54.770Z;42.585;43.966;10;4.5;;;;1.3;;;;18
1991-04-29T19:07:03.750Z;42.494;43.69;10;4.5;;;;1.3;;;;22
1991-04-29T18:30:41.520Z;42.503;43.899;14.3;6.1;;;;1;;;;
1991-04-29T18:23:15.290Z;42.583;43.764;10;5.5;;;;1.3;;;;85
1991-04-29T17:10:27.240Z;42.224;43.409;10;4.6;;;;0.3;;;;8
1991-04-29T16:49:57.850Z;42.854;44.062;10;4.5;;;;1.2;;;;7
1991-04-29T14:43:06.360Z;42.515;43.937;10;5.4;;;;1.1;;;;79
1991-04-29T13:49:58.380Z;42.542;43.337;10;4.6;;;;1.1;;;;18
1991-04-29T11:59:54.830Z;42.625;43.962;10;4.5;;;;1.2;;;;23
1991-04-29T11:51:10.320Z;42.572;43.816;10;4.9;;;;1.1;;;;1
1991-04-29T11:10:11.950Z;42.584;43.904;10;4.7;;;;1;;;;17
1991-04-29T10:52:42.260Z;42.712;44.102;10;4.6;;;;1.2;;;;19
1991-04-29T10:19:41.340Z;42.216;43.589;10;4.5;;;;1.1;;;;13
1991-04-29T10:15:34.710Z;42.783;43.864;10;4.5;;;;1.4;;;;10
1991-04-29T10:01:12.430Z;42.356;43.864;10;4.8;;;;1.1;;;;27
1991-04-29T09:59:24.080Z;42.617;43.4;10;4.6;;;;1.1;;;;26
1991-04-29T09:37:37.260Z;42.568;43.881;10;4.9;;;;1;;;;26
1991-04-29T09:12:48.100Z;42.453;43.673;17.2;7;;;;1.2;;;;
1991-04-24T10:54:35.740Z;39.597;41.118;33;4.5;;;;0.8;;;;19
1991-02-02T06:54:40.460Z;37.275;42.566;10;4.7;;;;1;;;;8
1991-01-01T19:18:56.480Z;39.822;48.439;60.7;4.9;;;;1.2;;;;43
1990-12-16T15:45:40.700Z;41.361;43.715;33;5.5;;;;1.2;;;;
1990-09-24T06:35:13.930Z;38.253;47.951;10;4.6;;;;1.4;;;;7
1990-09-17T07:03:32.050Z;37.384;48.929;60.7;4.5;;;;1.1;;13.7;;18
1990-08-21T03:47:26.280Z;37.309;49.685;10;4.8;;;;1.3;;;;18
1990-07-27T05:31:00.140Z;37.318;49.585;10;4.8;;;;1.1;;;;7
1990-07-23T20:54:56.680Z;42.719;45.947;33;4.8;;;;0.9;;;;11
1990-07-01T21:16:48.390Z;37.285;48.82;10;4.7;;;;1;;;;28
1990-07-01T17:19:44.170Z;37.28;48.818;10;4.6;;;;1.4;;;;25
1990-06-24T19:05:21.440Z;37.222;49.647;10;4.8;;;;1;;;;4
1990-06-22T06:07:50.100Z;37.257;48.854;10;4.6;;;;1.5;;;;1
1990-06-21T23:13:07.880Z;37.286;49.642;10;4.5;;;;0.8;;;;1
1990-06-21T04:40:26.220Z;37.508;49.63;10;4.5;;;;0.9;;;;11
1990-06-21T00:35:51.870Z;37.462;48.961;10;4.5;;;;0.6;;;;13
1990-06-21T00:22:33.470Z;37.326;49.415;10;4.6;;;;0.8;;;;11
1990-06-20T21:41:32.480Z;37.705;48.961;10;4.5;;;;1;;;;7
1990-06-20T21:30:12.120Z;37.495;48.792;10;4.7;;;;1.1;;;;13
1990-05-27T18:27:57.360Z;40.869;44.236;10;4.9;;;;1.3;;;;55
1990-04-20T23:30:03.480Z;40.002;40.069;14;5.4;;;;1.4;;;;
1990-01-07T06:50:23.120Z;41.321;49.452;33;4.6;;;;0.8;;;;5
1990-01-03T08:25:06.430Z;42.243;48.303;10.3;4.9;;;;1.4;;;;42
1989-12-03T07:39:06.630Z;38.315;45.216;10;4.7;;;;1.1;;;;32
1989-12-02T04:51:56.590Z;38.64;45.373;10;4.6;;;;0.9;;;;6
1989-09-08T20:12:15.960Z;43.395;46.604;33;4.7;;;;1.5;;;;8
1989-08-24T18:55:21.160Z;41.687;49.273;33;5.2;;;;1.1;;;;11
1989-08-15T14:35:31.260Z;41.132;48.672;33;4.7;;;;1.2;;;;4
1989-08-03T07:42:40.840Z;43.522;45.362;18.2;5.2;;;;1.2;;;;
1989-05-20T20:44:02.260Z;39.553;40.172;38.2;5.4;;;;1.2;;5.2;;
1989-04-13T07:49:20.380Z;41.764;45.855;33;4.8;;;;1.2;;;;29
1989-03-30T16:36:24.580Z;41.081;43.915;10;4.6;;;;1.2;;;;18
1989-02-15T10:10:08.460Z;37.29;50.304;53.1;4.6;;;;1.2;;14.5;;6
1989-01-04T07:29:41.150Z;40.89;44.274;10;5;;;;1.2;;;;19
1988-12-31T04:07:10.440Z;40.908;43.934;10;4.7;;;;1.5;;;;18
1988-12-10T19:13:59.020Z;40.761;44.077;10;4.5;;;;1;;;;4
1988-12-08T20:32:06.410Z;41.147;44.206;10;4.8;;;;1.3;;;;19
1988-12-08T07:46:01.410Z;40.874;44.336;10;4.6;;;;1.5;;;;18
1988-12-08T05:36:29.820Z;40.944;44.1;10;5;;;;1;;;;6
1988-12-08T04:09:36.020Z;40.884;44.41;10;4.7;;;;1.3;;;;6
1988-12-08T01:15:54.030Z;40.755;44.817;10;4.9;;;;1.5;;;;5
1988-12-07T20:07:30.340Z;41.208;44.471;10;4.6;;;;1.2;;;;4
1988-12-07T18:05:42.820Z;40.952;44.16;10;4.6;;;;1.4;;;;8
1988-12-07T09:34:34.050Z;40.956;44.078;10;5;;;;1.4;;;;36
1988-12-07T09:28:51.380Z;40.69;45.37;10;4.6;;;;0.5;;;;4
1988-12-07T08:57:06.110Z;40.936;43.209;10;4.6;;;;1.3;;;;6
1988-12-07T08:06:28.110Z;40.903;44.396;10;4.8;;;;0.9;;;;8
1988-12-07T07:45:44.870Z;40.974;44.246;10;5.9;;;;1.3;;;;24
1988-12-07T07:41:24.200Z;40.987;44.185;5.4;6.8;;;;1.3;;;;24
1988-10-25T17:38:55.580Z;42.058;47.854;33;4.6;;;;1;;;;9
1988-10-18T12:35:43.930Z;40.883;41.673;10;4.8;;;;1.3;;;;8
1988-10-16T23:35:24.510Z;37.964;44.815;33;4.5;;;;1.3;;;;5
1988-09-06T19:16:37.450Z;42.007;41.725;10;5;;;;1.2;;;;43
1988-06-25T16:15:38.340Z;38.458;43.038;50.9;5.5;;;;1.1;;5.5;;
1988-05-03T09:15:21.740Z;42.469;47.663;22.4;5.3;;;;1.2;;;;
1988-05-03T08:41:22.750Z;42.501;47.639;33;4.6;;;;1.3;;;;18
1988-04-21T10:01:48.070Z;39.045;44.05;47.3;4.7;;;;1.1;;10;;9
1988-04-20T03:50:08.390Z;39.109;44.123;55.2;5.5;;;;1.1;;6;;
1988-03-30T21:42:04.110Z;39.276;40.46;10;4.5;;;;0.9;;;;7
1988-01-27T03:46:59.530Z;39.829;45.15;33;4.6;;;;1.2;;;;15
1988-01-07T10:59:38.780Z;38.346;45.476;33;4.7;;;;1.4;;;;9
1987-12-07T00:07:32.510Z;37.956;42.879;33;4.7;;;;1;;;;32
1987-11-05T07:19:17.080Z;40.182;49.817;33;4.5;;;;0.6;;;;8
1987-05-14T22:24:05.080Z;39.915;40.049;48.7;4.7;;;;1.3;;7.4;;32
1987-05-05T10:40:44.650Z;42.527;46.909;33;4.6;;;;1.1;;;;9
1987-02-22T06:51:41.820Z;38.418;40.551;10;4.9;;;;1.1;;;;6
1986-11-05T01:15:39.840Z;38.694;48.617;86.2;4.5;;;;1.3;;15.8;;5
1986-11-01T03:18:10.180Z;41.109;40.162;33;4.7;;;;1;;;;35
1986-09-03T09:28:18.200Z;41.59;43.468;10;4.7;;;;1.3;;;;33
1986-08-24T01:55:22.460Z;40.812;49.66;33;4.5;;;;1.2;;;;4
1986-08-10T17:47:55.770Z;38.537;43.436;43.1;4.7;;;;1;;8.1;;35
1986-07-17T00:12:01.420Z;38.444;45.397;33;4.5;;;;1.4;;;;4
1986-07-12T17:00:53.130Z;38.438;45.164;35.7;4.8;;;;1;;10.2;;25
1986-07-10T18:57:17.240Z;38.376;45.114;33;4.7;;;;1.5;;;;15
1986-06-02T15:16:17.970Z;40.996;47.861;33;4.6;;;;1.3;;;;14
1986-05-13T08:44:02.140Z;41.431;43.737;10;5.8;;;;1.1;;;;
1986-04-29T22:07:55.290Z;38.056;49.036;33;4.7;;;;1.2;;;;19
1986-04-11T04:10:31.250Z;40.127;43.397;10;5;;;;0.9;;;;18
1986-02-07T22:53:16.470Z;40.983;49.526;33;4.7;;;;1.1;;;;9
1986-01-27T16:35:52.870Z;38.885;48.62;71.2;5.3;;;;0.9;;6;;55
1986-01-06T00:09:10.900Z;40.537;49.299;33;4.9;;;;1.2;;;;8
1986-01-01T06:09:06.720Z;39.119;41.715;45.2;4.8;;;;1;;9.1;;23
1985-11-07T08:26:21.440Z;40.31;42.307;33;5.2;;;;1.2;;;;
1985-11-02T09:34:14.190Z;37.521;49.068;33;4.5;;;;1.3;;;;4
1985-10-22T01:26:07.980Z;42.64;46.48;33;4.7;;;;1.4;;;;9
1985-10-16T21:22:39.740Z;40.65;50.761;33;4.8;;;;1;;;;34
1985-09-20T06:29:40.290Z;40.776;42.588;10;4.5;;;;1.1;;;;6
1985-09-02T02:13:34.260Z;43.245;46.873;33;4.7;;;;0.2;;;;3
1985-08-12T02:54:42.650Z;39.922;39.811;20.4;4.9;;;;0.9;;9.4;;37
1985-07-04T05:08:31.580Z;42.132;45.86;33;5.4;;;;1.3;;;;
1985-05-09T18:50:22.980Z;39.299;48.771;33;4.5;;;;1.1;;;;2
1985-04-18T16:34:41.130Z;39.783;44.799;33;4.5;;;;1.3;;;;3
1985-04-03T01:44:26.830Z;38.099;48.422;26.3;4.7;;;;1.2;;6.9;;13
1985-02-27T16:34:19.460Z;37.956;43.073;42.9;4.6;;;;1.2;;11.8;;14
1985-02-16T21:33:29.100Z;39.842;41.816;10;4.9;;;;1.4;;;;22
1985-02-05T22:19:07.990Z;39.73;49.096;33;4.5;;;;1.2;;;;8
1984-12-03T07:38:10.340Z;37.971;43.147;35.6;5.7;;;;1.1;;5.8;;2
1984-10-26T15:08:04.270Z;40.401;41.57;64.1;4.6;;;;0.9;;6.8;;22
1984-10-21T18:04:26.920Z;40.723;42.452;32.1;4.7;;;;1.2;;8.8;;43
1984-10-19T12:59:58.370Z;40.589;42.222;10;4.6;;;;1.2;;;;7
1984-10-18T09:46:24.610Z;40.545;42.403;60.2;5.4;;;;1.1;;3.7;;
1984-10-17T20:45:04.640Z;40.848;42.442;33;4.5;;;;0.9;;;;12
1984-10-17T14:16:06.310Z;40.869;42.702;33;4.7;;;;0.8;;;;6
1984-09-30T15:33:19.460Z;37.87;48.966;33;4.5;;;;1.5;;;;8
1984-09-18T13:26:01.880Z;40.885;42.219;10;5.5;;;;1.2;;;;
1984-09-02T01:15:57.220Z;42.506;48.853;33;4.6;;;;0.9;;;;3
1984-08-24T11:31:41.680Z;38.46;45.943;10;4.9;;;;1.2;;;;5
1984-07-04T21:25:54.490Z;42.781;41.139;33;4.7;;;;1;;;;15
1984-06-29T19:55:17.150Z;38.388;45.167;33;4.6;;;;1.1;;;;21
1984-04-26T22:36:01.950Z;43.132;45.992;33;4.6;;;;1;;;;8
1984-03-27T01:21:20.810Z;42.981;45.653;33;4.7;;;;1.2;;;;13
1984-03-25T02:44:58.120Z;38.488;45.231;33;4.5;;;;1.3;;;;5
1984-03-12T19:58:10.360Z;42.983;45.429;33;4.7;;;;1;;;;14
1984-03-11T23:58:22.790Z;43.359;41.078;10;4.8;;;;1.2;;;;48
1984-03-07T23:29:32.240Z;38.981;43.212;10;4.6;;;;1.3;;;;8
1984-03-04T19:24:46.160Z;43.07;45.614;33;5.3;;;;1.2;;;;72
1984-03-04T14:51:06.750Z;42.997;45.565;33;4.8;;;;1.3;;;;19
1984-03-04T10:01:34.740Z;43.058;45.49;33;5.2;;;;1.2;;;;4
1984-02-12T04:54:48.470Z;40.743;41.938;10;4.8;;;;0.9;;;;1
1984-01-30T05:58:25.790Z;42.904;45.549;33;4.7;;;;1.3;;;;9
1984-01-19T09:21:34.630Z;41.38;43.73;33;4.5;;;;1.3;;;;8
1983-12-17T00:14:24.860Z;41.176;44.118;33;4.6;;;;1.3;;;;11
1983-11-18T01:15:35.670Z;39.781;39.463;27.1;5;;;;1.1;;6.3;;56
1983-11-09T03:51:00.990Z;42.478;45.326;33;4.5;;;;1.1;;;;12
1983-11-02T14:56:00.750Z;40.152;41.836;10;4.5;;;;1.1;;;;7
1983-11-02T00:24:20.180Z;40.271;42.05;10;4.8;;;;1.1;;;;23
1983-11-02T00:15:16.120Z;40.231;42.166;10;4.7;;;;1.4;;;;13
1983-11-01T18:03:25.590Z;40.399;42.296;10;4.7;;;;1.2;;;;8
1983-10-30T12:40:22.850Z;40.337;42.171;17;5.3;;;;1;;;;45
1983-10-30T05:26:24.750Z;40.711;42.313;10;4.5;;;;1.4;;;;7
1983-10-30T04:12:27.130Z;40.33;42.187;11.6;6.8;;;;1.1;;3;;
1983-10-03T11:15:05.190Z;37.232;43.665;10;4.6;;;;1.1;;;;11
1983-06-20T00:28:36.140Z;39.915;42.095;10;4.6;;;;1.2;;;;6
1983-06-03T16:34:43.320Z;41.296;50.849;33;4.8;;;;1;;;;15
1983-04-12T17:13:46.880Z;40.577;50.068;33;4.6;;;;1.6;;;;4
1983-04-06T07:35:46.570Z;39.882;40.411;10;5;;;;1;;;;51
1983-04-02T00:32:27.770Z;39.042;48.714;33;4.6;;;;1.3;;;;7
1983-03-26T10:51:47.320Z;38.863;44.333;33;4.5;;;;1.1;;;;4
1983-02-23T05:33:55.430Z;40.56;50.034;33;4.6;;;;1.4;;;;5
1983-01-21T03:24:00.700Z;42.976;47.009;33;4.5;;;;1.2;;;;3
1983-01-01T23:06:18.530Z;39.242;40.203;10;4.6;;;;1;;;;5
1982-12-22T09:49:05.080Z;41.769;45.893;33;4.6;;;;1.2;;;;7
1982-12-17T06:51:33.810Z;40.991;49.561;33;4.7;;;;0.6;;;;7
1982-12-11T16:25:58.280Z;38.318;40.588;33;4.5;;;;1.1;;;;7
1982-12-09T22:31:38.870Z;38.338;40.599;10;4.9;;;;1.3;;;;33
1982-10-13T03:51:29.730Z;39.141;41.95;33;4.7;;;;1.2;;;;16
1982-05-29T14:21:57.570Z;39.413;43.67;10;4.8;;;;1.1;;;;33
1982-05-25T08:06:08.320Z;41.393;44.001;33;4.7;;;;1;;;;14
1982-05-19T13:32:54.910Z;39.867;42.242;33;4.6;;;;1;;;;14
1982-05-03T04:10:03.520Z;41.183;46.198;33;5.2;;;;1;;;;56
1982-04-29T16:27:16.830Z;41.024;48.092;33;4.5;;;;1.2;;;;15
1982-04-24T18:04:05.110Z;38.36;39.577;10;4.5;;;;1.1;;;;11
1982-03-27T19:57:23.160Z;39.167;41.899;33;5.4;;;;1.1;;;;58
1982-03-23T15:10:35.410Z;38.877;41.5;10;4.5;;;;1.5;;;;2
1982-03-23T09:56:09.850Z;39.003;42.066;10;4.6;;;;1.3;;;;6
1982-03-08T09:42:13.960Z;42.004;48.548;33;4.8;;;;1.2;;;;9
1982-01-20T08:25:41.720Z;40.232;47.814;33;4.8;;;;0.7;;;;24
1982-01-01T19:30:24.150Z;37.211;42.559;10;4.7;;;;1.4;;;;8
1981-12-04T02:35:36.750Z;40.865;48.325;33;4.7;;;;1.4;;;;15
1981-12-02T00:51:36.350Z;40.926;48.09;33;5.1;;;;1.2;;;;45
1981-11-29T23:37:32.640Z;40.836;48.078;44.7;5.1;;;;1.1;;6.4;;42
1981-11-19T14:10:35.810Z;40.734;49.193;33;5;;;;1.2;;;;33
1981-10-20T14:11:36.170Z;43.243;45.394;33;4.7;;;;0.9;;;;7
1981-10-19T05:49:51.080Z;43.515;45.537;33;4.6;;;;1;;;;4
1981-10-18T18:17:59.930Z;43.262;45.429;33;4.5;;;;1.1;;;;3
1981-10-18T05:22:28.300Z;43.257;45.308;33;5.7;;;;1.2;;;;3
1981-08-05T00:13:51.570Z;38.369;49.554;33;4.6;;;;0.9;;;;2
1981-08-04T18:51:53.870Z;38.24;49.501;33;4.5;;;;0.8;;;;4
1981-08-04T18:35:41.270Z;38.072;49.34;27;5.6;;;;0.9;;;;6
1981-07-23T14:07:13.910Z;37.314;45.257;33;4.6;;;;1.3;;;;4
1981-05-24T22:07:06.790Z;38.44;45.266;33;4.6;;;;1.2;;;;12
1981-05-12T17:43:03.470Z;42.83;45.765;33;5.1;;;;0.9;;;;59
1981-04-13T19:41:39.990Z;39.917;40.623;10;4.5;;;;0.9;;;;5
1981-02-23T04:06:39.580Z;41.793;45.975;33;5.1;;;;1.1;;;;52
1981-01-04T07:19:45.600Z;38.443;44.842;33;4.7;;;;;;;;
1980-12-29T21:53:04.000Z;38.609;45.019;33;4.6;;;;;;;;
1980-12-11T00:14:41.100Z;40.22;45.88;62;4.8;;;;;;;;
1980-10-18T03:14:10.000Z;39.851;40.254;35;5;;;;;;;;
1980-10-10T11:09:52.100Z;38.315;45.77;33;4.7;;;;;;;;
1980-09-05T21:09:51.800Z;42.507;44.858;33;4.5;;;;;;;;
1980-07-11T12:33:25.700Z;38.425;40.897;10;5;;;;;;;;